PROPERTY_ADDRESS,FULL_ADDRESS,NAME,SuppHsg,DBI_VIOLATIONS,Lat,Long
2762 22ND ST,2762 22Nd St,NA,No,2,37.756196,-122.409902
2420 FOLSOM ST,2420 Folsom St,NA,No,2,37.758486,-122.415006
839 CAPP ST,839 Capp St,NA,No,2,37.753258,-122.417136
1044 STOCKTON ST,1044 Stockton St,NA,No,2,37.795545,-122.407866
380 EDDY ST,380 Eddy St,NA,No,2,37.784054,-122.413943
574 5th AV,574 5th Av,NA,No,2,37.777805,-122.462648
2768 22ND ST,2768 22Nd St,NA,No,2,37.756191,-122.409988
507 BUSH ST,507 Bush St,NA,No,2,37.790342,-122.405801
2999 CALIFORNIA ST,2999 California St,NA,No,2,37.787445,-122.443491
80 SPRINGFIELD DR,80 Springfield Dr,NA,No,2,37.732601,-122.487795
2845 VAN NESS AV,2845 Van Ness Av,NA,No,2,37.801908,-122.425085
737 PINE ST,737 Pine St,NA,No,2,37.791097,-122.407881
832 VALLEJO ST,832 Vallejo St,NA,No,2,37.798573,-122.411134
668 CLAY ST,668 Clay St,NA,No,2,37.794741,-122.404269
66 DAKOTA ST,66 Dakota St,NA,No,2,37.753665,-122.396631
909 HAMPSHIRE ST,909 Hampshire St,NA,No,2,37.757492,-122.407587
121 MIRALOMA DR,121 Miraloma Dr,NA,No,2,37.737435,-122.461003
750 GONZALEZ DR,750 Gonzalez Dr,NA,No,2,37.718266,-122.480908
1345 TAYLOR ST,1345 Taylor St,NA,No,2,37.794819,-122.41347
676 GEARY ST,676 Geary St,NA,No,2,37.786863,-122.414395
2455 UNION ST,2455 Union St,NA,No,2,37.796308,-122.439564
152 2ND AV,152 2Nd Av,NA,No,2,37.785811,-122.460155
725 UNION ST,725 Union St,NA,No,2,37.799923,-122.411313
837 WISCONSIN ST,837 Wisconsin St,NA,No,2,37.756715,-122.398569
535 STOCKTON ST,535 Stockton St,NA,No,2,37.79084,-122.407556
126 RAMSELL ST,126 Ramsell St,NA,No,2,37.713028,-122.465907
252 6th AV,252 6th Av,NA,No,2,37.783788,-122.464154
643 OAK ST,643 Oak St,NA,No,2,37.773802,-122.429889
423 MELROSE AV,423 Melrose Av,NA,No,2,37.733565,-122.451748
1080 CAPP ST,1080 Capp St,NA,No,2,37.749505,-122.417321
1636 POWELL ST,1636 Powell St,NA,No,2,37.8,-122.410421
1777 PINE ST,1777 Pine St,NA,No,2,37.788784,-122.424875
64 TURK ST,64 Turk St,Aranda Residence,Yes,2,37.783575,-122.41018
2374 BRYANT ST,2374 Bryant St,NA,No,2,37.75644,-122.409796
1208 POWELL ST,1208 Powell St,NA,No,2,37.795865,-122.409728
1405 FRANKLIN ST,1405 Franklin St,NA,No,2,37.787482,-122.423687
901 BRODERICK ST,901 Broderick St,NA,No,2,37.778625,-122.440516
64 ASHBURY TR,64 Ashbury Tr,NA,No,2,37.76484,-122.444651
2525 FILLMORE ST,2525 Fillmore St,NA,No,2,37.793038,-122.434969
475 COUNTRY CLUB DR,475 Country Club Dr,NA,No,2,37.730556,-122.495205
1 TOLEDO WY,1 Toledo Wy,NA,No,2,37.801433,-122.437703
395 COUNTRY CLUB DR,395 Country Club Dr,NA,No,2,37.73206,-122.49532
722 VALLEJO ST,722 Vallejo St,NA,No,2,37.798706,-122.409313
1835 VALLEJO ST,1835 Vallejo St,NA,No,2,37.795903,-122.427526
146 3rd AV,146 3rd Av,NA,No,2,37.785936,-122.461082
530 6th AV,530 6th Av,NA,No,2,37.778511,-122.463773
1912 GREEN ST,1912 Green St,NA,No,2,37.796925,-122.431109
439 ORIZABA AV,439 Orizaba Av,NA,No,2,37.716872,-122.462906
861 SUTTER ST,861 Sutter St,NA,No,2,37.788198,-122.414423
550 STOCKTON ST,550 Stockton St,NA,No,2,37.791146,-122.407089
3621 26th ST,3621 26th St,NA,No,2,37.748629,-122.421768
1342 MASON ST,1342 Mason St,NA,No,2,37.796091,-122.411426
230 JONES ST,230 Jones St,NA,No,2,37.783505,-122.412203
1526 FILBERT ST,1526 Filbert St,NA,No,2,37.799682,-122.424877
272 CONNECTICUT ST,272 Connecticut St,NA,No,2,37.762829,-122.397836
238 BEVERLY ST,238 Beverly St,NA,No,2,37.720377,-122.471384
1126 TAYLOR ST,1126 Taylor St,NA,No,2,37.792931,-122.41247
1085 WASHINGTON ST,1085 Washington St,NA,No,2,37.794368,-122.411142
55 UPLAND DR,55 Upland Dr,NA,No,1,37.728582,-122.461686
1325 BAY ST,1325 Bay St,NA,No,1,37.803457,-122.428817
112 LAKEVIEW AV,112 Lakeview Av,NA,No,1,37.716919,-122.451258
524 RAMSELL ST,524 Ramsell St,NA,No,1,37.720209,-122.465984
32 FARALLONES ST,32 Farallones St,NA,No,1,37.71435,-122.453341
2691 20th AV,2691 20th Av,NA,No,1,37.737614,-122.476649
859 VALLEJO ST,859 Vallejo St,NA,No,1,37.798086,-122.411305
1619 OCEAN AV,1619 Ocean Av,NA,No,1,37.724316,-122.459553
81 PINEHURST WY,81 Pinehurst Wy,NA,No,1,37.728055,-122.465187
714 PACIFIC AV,714 Pacific Av,NA,No,1,37.797002,-122.407049
135 FARALLONES ST,135 Farallones St,NA,No,1,37.713814,-122.45733
526 29th AV,526 29th Av,NA,No,0,37.779297,-122.488642
1673 SACRAMENTO ST,1673 Sacramento St,NA,No,0,37.791312,-122.420271
803 AthENS ST,803 Athens St,NA,No,0,37.715143,-122.432995
1115 FITZGERALD AV,1115 Fitzgerald Av,NA,No,0,37.71991,-122.389964
59 REDDY ST,59 Reddy St,NA,No,0,37.73024,-122.394956
547 EDINBURG ST,547 Edinburg St,NA,No,0,37.720385,-122.432308
432 GEARY ST,432 Geary St,NA,No,0,37.787265,-122.410376
631 HAIGHT ST,631 Haight St,NA,No,0,37.77154,-122.432643
1218 GILMAN AV,1218 Gilman Av,NA,No,0,37.720941,-122.392377
5191 3rd ST,5191 3rd St,NA,No,0,37.730883,-122.391776
1728 OAKDALE AV,1728 Oakdale Av,NA,No,0,37.736174,-122.392578
54 4th ST,54 4th St,NA,No,0,37.784863,-122.405135
139 SWEENY ST,139 Sweeny St,NA,No,0,37.732714,-122.408098
425 HYDE ST,425 Hyde St,NA,No,0,37.784804,-122.416504
334 TOCOLOMA AV,334 Tocoloma Av,NA,No,0,37.710952,-122.398664
736 FILBERT ST,736 Filbert St,NA,No,0,37.801219,-122.412069
2888 23rd ST,2888 23rd St,NA,No,0,37.75455,-122.410006
257 ROME ST,257 Rome St,NA,No,0,37.715215,-122.447186
31 PASADENA ST,31 Pasadena St,NA,No,0,37.709087,-122.418486
135 ALPHA ST,135 Alpha St,NA,No,0,37.714094,-122.403906
1363 PALOU AV,1363 Palou Av,NA,No,0,37.731264,-122.386656
1243 GILMAN AV,1243 Gilman Av,NA,No,0,37.720658,-122.39295
2861 CALIFORNIA ST,2861 California St,NA,No,0,37.787646,-122.441319
1000 MASONIC AV,1000 Masonic Av,NA,No,0,37.771985,-122.445384
150 REY ST,150 Rey St,NA,No,0,37.711698,-122.412177
116 TURK ST,116 Turk St,NA,No,0,37.783399,-122.41127
627 EDINBURG ST,627 Edinburg St,NA,No,0,37.719105,-122.433272
360 SWEENY ST,360 Sweeny St,NA,No,0,37.731858,-122.412305
736 GIRArd ST,736 Girard St,NA,No,0,37.72314,-122.403176
1600 SANTIAGO ST,1600 Santiago St,NA,No,0,37.744671,-122.48469
154 PORTOLA DR,154 Portola Dr,NA,No,0,37.748474,-122.444491
510 BUSH ST,510 Bush St,NA,No,0,37.790725,-122.40578
418 3rd AV,418 3rd Av,NA,No,0,37.780666,-122.460704
2257 33rd AV,2257 33rd Av,NA,No,0,37.745038,-122.49121
1117 TREAT AV,1117 Treat Av,NA,No,0,37.752258,-122.412662
1343 41ST AV,1343 41St Av,NA,No,0,37.761678,-122.500969
176 SEVILLE ST,176 Seville St,NA,No,0,37.711779,-122.437324
1361 FRANCISCO ST,1361 Francisco St,NA,No,0,37.802595,-122.427524
5789 MISSION ST,5789 Mission St,NA,No,0,37.709429,-122.450079
615 PRAGUE ST,615 Prague St,NA,No,0,37.712386,-122.431882
1460 MONTEREY BL,1460 Monterey Bl,NA,No,0,37.732415,-122.464119
2218 36th AV,2218 36th Av,NA,No,0,37.745576,-122.493812
21 WOOD ST,21 Wood St,NA,No,0,37.783421,-122.449615
803 PAGE ST,803 Page St,NA,No,0,37.772424,-122.434305
3221 BALBOA ST,3221 Balboa St,NA,No,0,37.775643,-122.493464
754 LAKE ST,754 Lake St,NA,No,0,37.786747,-122.467736
82 POND ST,82 Pond St,NA,No,0,37.762875,-122.432243
2839 FOLSOM ST,2839 Folsom St,NA,No,0,37.751926,-122.413788
67 PIERCE ST,67 Pierce St,NA,No,0,37.770159,-122.433714
3437 MISSION ST,3437 Mission St,NA,No,0,37.741552,-122.422187
2852 BRYANT ST,2852 Bryant St,NA,No,0,37.748811,-122.40907
57 EUREKA ST,57 Eureka St,NA,No,0,37.761442,-122.438017
147 BUENA VISTA AVE EAST AV,147 Buena Vista Ave East Av,NA,No,0,37.769599,-122.438345
3101 TARAVAL ST,3101 Taraval St,NA,No,0,37.741859,-122.499473
3426 19th ST,3426 19th St,NA,No,0,37.760401,-122.419874
1903 23rd ST,1903 23rd St,NA,No,0,37.754501,-122.398946
1439 SOUth VAN NESS AV,1439 South Van Ness Av,NA,No,0,37.750136,-122.415704
1407 MASON ST,1407 Mason St,NA,No,0,37.796406,-122.411973
1717 15th AV,1717 15th Av,NA,No,0,37.755964,-122.472825
825 HAMPSHIRE ST,825 Hampshire St,NA,No,0,37.758899,-122.40759
218 12th AV,218 12th Av,NA,No,0,37.784122,-122.470623
1285 RHODE ISLAND ST,1285 Rhode Island St,NA,No,0,37.753497,-122.401305
80 ARLETA AV,80 Arleta Av,NA,No,0,37.713215,-122.404217
516 OFARRELL ST,516 O'Farrell St,Crosby Hotel,Yes,139,37.785918,-122.413387
520 SOUth VAN NESS AV,520 South Van Ness Av,Mission Hotel,Yes,39,37.764634,-122.417881
