PROPERTY_ADDRESS,FULL_ADDRESS,NAME,SuppHsg,DBI_VIOLATIONS,Lat,Long
1278 thOMAS AV,1278 thomas Av,NA,No,6,37.727184,-122.385059
2263 MISSION ST,2263 Mission St,NA,No,6,37.760878,-122.418912
3061 16th ST,3061 16th St,NA,No,6,37.764731,-122.420901
909 GEARY ST,909 Geary St,*Hartland Hotel,Yes,6,37.785818,-122.418287
2151 CALIFORNIA ST,2151 California St,NA,No,6,37.789114,-122.429761
1848 BUCHANAN ST,1848 Buchanan St,NA,No,6,37.787163,-122.429813
1814 BUSH ST,1814 Bush St,NA,No,6,37.788036,-122.427753
1624 HOWArd ST,1624 Howard St,NA,No,6,37.771541,-122.41762
1732 ANZA ST,1732 Anza St,NA,No,6,37.779214,-122.466928
1930 ELLIS ST,1930 Ellis St,NA,No,6,37.78187,-122.437961
2930 21ST ST,2930 21St St,NA,No,6,37.757609,-122.413117
777 7th AV,777 7th Av,NA,No,6,37.773928,-122.465175
50 EDINBURG ST,50 Edinburg St,NA,No,6,37.728089,-122.427164
2405 OCTAVIA ST,2405 Octavia St,NA,No,6,37.79465,-122.428554
1134 MASON ST,1134 Mason St,NA,No,6,37.794031,-122.411041
239 BRIGHTON AV,239 Brighton Av,NA,No,6,37.722617,-122.455442
4442 FULTON ST,4442 Fulton St,NA,No,6,37.772937,-122.479655
2250 BUCHANAN ST,2250 Buchanan St,NA,No,6,37.790927,-122.430698
376 4th AV,376 4th Av,NA,No,6,37.781679,-122.461854
2322 ANZA ST,2322 Anza St,NA,No,6,37.778924,-122.473174
2208 BAKER ST,2208 Baker St,NA,No,6,37.791515,-122.444359
905 DIAMOND ST,905 Diamond St,NA,No,6,37.750162,-122.436008
515 OFARRELL ST,515 Ofarrell St,NA,No,6,37.785502,-122.413294
562 SUTTER ST,562 Sutter St,NA,No,6,37.78936,-122.409792
367 CHESTNUT ST,367 Chestnut St,NA,No,6,37.804009,-122.409395
164 28th ST,164 28th St,NA,No,6,37.745583,-122.426143
223 FONT BL,223 Font Bl,NA,No,6,37.716201,-122.475486
120 PARKER AV,120 Parker Av,NA,No,6,37.783573,-122.454258
886 BROADWAY *,886 Broadway,NA,No,6,37.797476,-122.411673
655 39th AV,655 39th Av,NA,No,6,37.776429,-122.499843
1413 POWELL ST,1413 Powell St,NA,No,6,37.797669,-122.41055
264 5th AV,264 5th Av,NA,No,6,37.7837,-122.463074
2141 BUCHANAN ST,2141 Buchanan St,NA,No,6,37.789872,-122.431052
1251 PACIFIC AV,1251 Pacific Av,NA,No,6,37.795515,-122.415817
1610 GOLDEN GATE AV,1610 Golden Gate Av,NA,No,6,37.779111,-122.437303
716 VALENCIA ST,716 Valencia St,NA,No,6,37.761368,-122.421864
700 LAGUNA ST,700 Laguna St,NA,No,6,37.777676,-122.426318
6112 CALIFORNIA ST,6112 California St,NA,No,6,37.784203,-122.48338
261 ELLSWORth ST,261 Ellsworth St,NA,No,6,37.739428,-122.414432
303 30th AV,303 30th Av,NA,No,6,37.783386,-122.490524
315 HYDE ST,315 Hyde St,NA,No,6,37.783821,-122.416169
2464 GREENWICH ST,2464 Greenwich St,NA,No,6,37.798706,-122.440244
2425 24th ST,2425 24th St,NA,No,6,37.75292,-122.403902
547 DOLORES ST,547 Dolores St,NA,No,6,37.760694,-122.425606
1160 CLAY ST,1160 Clay St,NA,No,6,37.793765,-122.412273
825 MASON ST,825 Mason St,NA,No,6,37.791224,-122.410923
1298 SACRAMENTO ST,1298 Sacramento St,NA,No,6,37.792492,-122.414083
687 3rd AV,687 3rd Av,NA,No,6,37.775783,-122.460967
280 UNION ST,280 Union St,NA,No,6,37.801306,-122.403841
2330 LARKIN ST,2330 Larkin St,NA,No,6,37.799502,-122.420358
1171 CLAY ST,1171 Clay St,NA,No,6,37.793292,-122.41236
1907 GREENWICH ST,1907 Greenwich St,NA,No,6,37.79924,-122.431346
865 ALABAMA ST,865 Alabama St,NA,No,6,37.758051,-122.4112
1740 POLK ST,1740 Polk St,NA,No,6,37.792985,-122.420879
1500 MASON ST,1500 Mason St,NA,No,6,37.797441,-122.411774
912 GRANT AV,912 Grant Av,NA,No,6,37.795353,-122.406325
1035 SUTTER ST,1035 Sutter St,NA,No,6,37.787822,-122.417379
1900 GOUGH ST,1900 Gough St,NA,No,6,37.791173,-122.4256
722 MASON ST,722 Mason St,NA,No,6,37.790347,-122.410344
456 GOLD MINE DR,456 Gold Mine Dr,NA,No,6,37.739353,-122.436927
179 ALHAMBRA ST,179 Alhambra St,NA,No,6,37.801517,-122.439161
3334 SAN BRUNO AV,3334 San Bruno Av,NA,No,6,37.719653,-122.40084
475 6th AV,475 6th Av,NA,No,6,37.779565,-122.464509
602 MASON ST,602 Mason St,NA,No,6,37.789251,-122.410102
260 4th AV,260 4th Av,NA,No,6,37.783819,-122.462007
1840 FRANKLIN ST,1840 Franklin St,NA,No,6,37.791681,-122.424014
37 HOUSTON ST,37 Houston St,NA,No,6,37.803749,-122.416107
7 NOBLES AL,7 Nobles Al,NA,No,6,37.800932,-122.407371
535 COLUMBUS AV,535 Columbus Av,NA,No,6,37.799669,-122.409665
757 7th AV,757 7th Av,NA,No,6,37.774202,-122.465195
409 7th AV,409 7th Av,NA,No,6,37.780476,-122.465649
1138 MONTGOMERY ST,1138 Montgomery St,NA,No,6,37.799714,-122.403913
1640 HYDE ST,1640 Hyde St,NA,No,6,37.796044,-122.418091
1254 GOLDEN GATE AV,1254 Golden Gate Av,NA,No,6,37.779936,-122.431289
2274 47th AV,2274 47th Av,NA,No,6,37.744096,-122.50553
260 SAN JOSE AV,260 San Jose Av,NA,No,6,37.751014,-122.421911
1650 JONES ST,1650 Jones St,NA,No,6,37.796636,-122.414948
201 MALLORCA WY,201 Mallorca Wy,NA,No,6,37.80259,-122.438358
1501 KIRKWOOD AV,1501 Kirkwood Av,NA,No,6,37.737001,-122.388434
426 2ND AV,426 2Nd Av,NA,No,6,37.780611,-122.459627
262 7th AV,262 7th Av,NA,No,6,37.783597,-122.465214
2426 BRYANT ST,2426 Bryant St,NA,No,6,37.755492,-122.409704
675 7th AV,675 7th Av,NA,No,6,37.775776,-122.465308
309 CHESTNUT ST,309 Chestnut St,NA,No,6,37.804125,-122.408541
438 VERNON ST,438 Vernon St,NA,No,6,37.720402,-122.467784
2641 21ST ST,2641 21St St,NA,No,6,37.757497,-122.407501
1663 HAYES ST,1663 Hayes St,NA,No,6,37.773953,-122.443735
1677 BUSH ST,1677 Bush St,NA,No,6,37.787861,-122.424786
1018 FLORIDA ST,1018 Florida St,NA,No,6,37.755597,-122.410533
1225 BAY ST,1225 Bay St,NA,No,6,37.803583,-122.427276
412 24th AV,412 24th Av,NA,No,6,37.781828,-122.483613
353 KING ST,353 King St,NA,No,6,37.774986,-122.395175
855 45th AV,855 45th Av,NA,No,6,37.772406,-122.506006
15 SAN CARLOS ST,15 San Carlos St,NA,No,6,37.762432,-122.419984
2334 19th ST,2334 19th St,NA,No,5,37.761019,-122.405707
2904 CALIFORNIA ST,2904 California St,NA,No,5,37.788073,-122.442467
449 CHESTNUT ST,449 Chestnut St,NA,No,5,37.80381,-122.410708
29 GRIJALVA DR,29 Grijalva Dr,NA,No,5,37.71659,-122.478208
354 RALSTON ST,354 Ralston St,NA,No,5,37.718891,-122.468667
3347 20th ST,3347 20th St,NA,No,5,37.758621,-122.415612
1356 SACRAMENTO ST,1356 Sacramento St,NA,No,5,37.792383,-122.415273
673 BROADWAY *,673 Broadway,NA,No,5,37.797491,-122.408132
3212 INGALLS ST,3212 Ingalls St,NA,No,5,37.718998,-122.393434
1524 LEAVENWORth ST,1524 Leavenworth St,NA,No,5,37.795162,-122.416226
2725 CLEMENT ST,2725 Clement St,NA,No,5,37.781596,-122.488631
101 BALBOA ST,101 Balboa St,NA,No,5,37.777271,-122.459998
4796 MISSION ST,4796 Mission St,NA,No,5,37.721529,-122.437607
2650 SAN BRUNO AV,2650 San Bruno Av,NA,No,5,37.728092,-122.404188
503 CAPITOL AV,503 Capitol Av,NA,No,5,37.715057,-122.459273
354 5th AV,354 5th Av,NA,No,5,37.781974,-122.462949
44 5th ST,44 5th St,NA,No,5,37.783241,-122.407504
2527 MORAGA ST,2527 Moraga St,NA,No,5,37.755271,-122.489978
1243 QUESADA AV,1243 Quesada Av,NA,No,5,37.728318,-122.383131
730 BROADWAY *,730 Broadway,NA,No,5,37.797796,-122.409195
180 TURK ST,180 Turk St,NA,No,5,37.783236,-122.412214
215 CAPISTRANO AV,215 Capistrano Av,NA,No,5,37.727563,-122.438048
282 NAPLES ST,282 Naples St,NA,No,5,37.724299,-122.428786
1957 CHESTNUT ST,1957 Chestnut St,NA,No,5,37.800621,-122.43553
355 4th AV,355 4th Av,NA,No,5,37.781993,-122.462534
692 VALENCIA ST,692 Valencia St,NA,No,5,37.76189,-122.421913
880 VALLEJO ST,880 Vallejo St,NA,No,5,37.798385,-122.411742
2440 24th ST,2440 24th St,NA,No,5,37.753364,-122.404118
1810 BUSH ST,1810 Bush St,NA,No,5,37.788058,-122.427579
1038 PINE ST,1038 Pine St,NA,No,5,37.79086,-122.41305
1526 BRODERICK ST,1526 Broderick St,NA,No,5,37.784571,-122.441136
1 DANIEL BURNHAM CT,1 Daniel Burnham Ct,NA,No,5,37.786755,-122.422491
449 DUBOCE AV,449 Duboce Av,NA,No,5,37.769152,-122.430077
2179 FUNSTON AV,2179 Funston Av,NA,No,5,37.747405,-122.469737
3801 SAN BRUNO AV,3801 San Bruno Av,NA,No,5,37.714512,-122.400421
1608 16th AV,1608 16th Av,NA,No,5,37.758034,-122.473418
2157 BEACH ST,2157 Beach St,NA,No,5,37.803294,-122.44458
721 GEARY ST,721 Geary St,NA,No,5,37.78619,-122.415158
2355 NORth POINT ST,2355 North Point St,NA,No,5,37.802167,-122.445933
948 JACKSON ST,948 Jackson St,NA,No,5,37.795662,-122.41079
1527 SANCHEZ ST,1527 Sanchez St,NA,No,5,37.744716,-122.428677
1275 17th AV,1275 17th Av,NA,No,5,37.764148,-122.475348
334 2ND AV,334 2Nd Av,NA,No,5,37.782462,-122.459759
1548 MASON ST,1548 Mason St,NA,No,5,37.79789,-122.411802
4394 24th ST,4394 24th St,NA,No,5,37.751104,-122.440486
1934 BUCHANAN ST,1934 Buchanan St,NA,No,5,37.78798,-122.429965
493 EDDY ST,493 Eddy St,NA,No,5,37.783331,-122.415653
541 VALLEJO ST,541 Vallejo St,NA,No,5,37.798715,-122.406257
390 LIBERTY ST,390 Liberty St,NA,No,5,37.75734,-122.42991
2724 24th ST,2724 24th St,NA,No,5,37.753077,-122.407073
2295 CALIFORNIA ST,2295 California St,NA,No,5,37.788957,-122.431902
65 HENRY ST,65 Henry St,NA,No,5,37.766481,-122.43233
78 LEE AV,78 Lee Av,NA,No,5,37.719646,-122.453773
381 5th AV,381 5th Av,NA,No,5,37.781558,-122.463562
208 CAPP ST,208 Capp St,NA,No,5,37.763247,-122.418561
270 7th AV,270 7th Av,NA,No,5,37.783509,-122.465207
1204 HOWArd ST,1204 Howard St,NA,No,5,37.776259,-122.411982
3125 LINCOLN WY,3125 Lincoln Wy,NA,No,5,37.764559,-122.491654
1001 POLK ST,1001 Polk St,NA,No,5,37.786117,-122.420049
118 TAYLOR ST,118 Taylor St,NA,No,5,37.783459,-122.410579
247 BLYthDALE AV,247 Blythdale Av,NA,No,5,37.710962,-122.421307
204 SAWYER ST,204 Sawyer St,NA,No,5,37.714881,-122.413878
150 RICE ST,150 Rice St,NA,No,5,37.709545,-122.458795
351 TURK ST,351 Turk St,NA,No,5,37.78261,-122.414784
1201 KEARNY ST,1201 Kearny St,NA,No,5,37.799127,-122.405799
2000 BROADWAY *,2000 Broadway,NA,No,5,37.795191,-122.430411
807 MASON ST,807 Mason St,NA,No,5,37.791037,-122.410886
1400 STOCKTON ST,1400 Stockton St,NA,No,5,37.798896,-122.408657
195 ALHAMBRA ST,195 Alhambra St,NA,No,5,37.801462,-122.439388
951 OFARRELL ST,951 Ofarrell St,NA,No,5,37.784602,-122.420365
24 CRESTLAKE DR,24 Crestlake Dr,NA,No,5,37.73511,-122.480316
272 4th AV,272 4th Av,NA,No,5,37.783614,-122.461993
355 CAPP ST,355 Capp St,NA,No,5,37.761024,-122.417871
958 PACIFIC AV,958 Pacific Av,NA,No,5,37.796522,-122.41111
2217 MISSION ST,2217 Mission St,NA,No,5,37.761467,-122.418968
462 CAMBRIDGE ST,462 Cambridge St,NA,No,5,37.725581,-122.418382
665 6th AV,665 6th Av,NA,No,5,37.776046,-122.464253
3933 MISSION ST,3933 Mission St,NA,No,5,37.734661,-122.425011
151 BLYthDALE AV,151 Blythdale Av,NA,No,5,37.710662,-122.419657
535 GEARY ST,535 Geary St,NA,No,5,37.786643,-122.412155
4331 20th ST,4331 20th St,NA,No,5,37.757361,-122.436451
3814 FULTON ST,3814 Fulton St,NA,No,5,37.773346,-122.472674
810 GONZALEZ DR,810 Gonzalez Dr,NA,No,5,37.718266,-122.480908
97 FARALLONES ST,97 Farallones St,NA,No,5,37.713889,-122.455916
3468 MISSION ST,3468 Mission St,NA,No,5,37.741266,-122.423002
425 FONT BL,425 Font Bl,NA,No,5,37.718266,-122.480908
2590 3rd ST,2590 3rd St,NA,No,5,37.756794,-122.388488
438 VIENNA ST,438 Vienna St,NA,No,5,37.721517,-122.429958
1157 BROADWAY *,1157 Broadway,NA,No,5,37.796498,-122.416054
1339 STEINER ST,1339 Steiner St,NA,No,5,37.781597,-122.434858
1316 SOUth VAN NESS AV,1316 South Van Ness Av,NA,No,5,37.752015,-122.416569
303 GREEN ST,303 Green St,NA,No,5,37.799954,-122.40444
929 BUSH ST,929 Bush St,NA,No,5,37.789482,-122.412592
648 ASHBURY ST,648 Ashbury St,NA,No,5,37.769373,-122.446517
244 3rd AV,244 3rd Av,NA,No,5,37.784074,-122.460949
2468 BUSH ST,2468 Bush St,NA,No,5,37.786604,-122.437674
395 EDDY ST,395 Eddy St,NA,No,5,37.783541,-122.414013
548 STEINER ST,548 Steiner St,NA,No,5,37.774504,-122.432322
1408 LYON ST,1408 Lyon St,NA,No,5,37.784068,-122.444405
665 PINE ST,665 Pine St,NA,No,5,37.791158,-122.406789
1356 FULTON ST,1356 Fulton St,NA,No,5,37.777019,-122.439174
1235 7th AV,1235 7th Av,NA,No,5,37.765223,-122.464579
30 CASTLE ST,30 Castle St,NA,No,5,37.800456,-122.405005
1863 LAGUNA ST,1863 Laguna St,NA,No,5,37.788419,-122.428954
255 5th AV,255 5th Av,NA,No,5,37.783807,-122.463739
159 ALHAMBRA ST,159 Alhambra St,NA,No,5,37.801672,-122.438791
295 TOPEKA AV,295 Topeka Av,NA,No,5,37.732144,-122.395684
356 CHESTNUT ST,356 Chestnut St,NA,No,5,37.804449,-122.409235
3165 24th ST,3165 24th St,NA,No,5,37.752191,-122.41555
156 ALBION ST,156 Albion St,NA,No,5,37.763832,-122.423016
2091 FOLSOM ST,2091 Folsom St,NA,No,5,37.763895,-122.414977
1316 STOCKTON ST,1316 Stockton St,NA,No,5,37.798006,-122.408456
5 FUENTE AV,5 Fuente Av,NA,No,5,37.71945,-122.47745
2828 TARAVAL ST,2828 Taraval St,NA,No,5,37.742382,-122.496495
2836 BALBOA ST,2836 Balboa St,NA,No,5,37.776309,-122.48946
1084 SOUth VAN NESS AV,1084 South Van Ness Av,NA,No,5,37.755867,-122.416895
347 LISBON ST,347 Lisbon St,NA,No,5,37.722686,-122.432744
30 BLYthDALE AV,30 Blythdale Av,NA,No,5,37.710768,-122.41708
2095 JACKSON ST,2095 Jackson St,NA,No,5,37.792872,-122.429354
1420 TAYLOR ST,1420 Taylor St,NA,No,5,37.795569,-122.41288
1501 BALBOA ST,1501 Balboa St,NA,No,5,37.776586,-122.475074
1531 JONES ST,1531 Jones St,NA,No,5,37.795279,-122.415157
630 PACIFIC AV,630 Pacific Av,NA,No,5,37.797181,-122.406249
16 BERNArd ST,16 Bernard St,NA,No,5,37.796608,-122.41383
718 NAPLES ST,718 Naples St,NA,No,5,37.717528,-122.434061
176 YERBA BUENA AV,176 Yerba Buena Av,NA,No,5,37.735711,-122.461549
575 HAIGHT ST,575 Haight St,NA,No,5,37.771697,-122.431603
3100 KAMILLE CT,3100 Kamille Ct,NA,No,5,37.748848,-122.412619
138 TRUMBULL ST,138 Trumbull St,NA,No,5,37.730588,-122.427464
815 25th AV,815 25th Av,NA,No,5,37.773986,-122.484623
2418 VAN NESS AV,2418 Van Ness Av,NA,No,5,37.797931,-122.423419
3518 16th ST,3518 16th St,NA,No,5,37.764505,-122.431801
971 PACIFIC AV,971 Pacific Av,NA,No,5,37.796206,-122.411159
1870 WASHINGTON ST,1870 Washington St,NA,No,5,37.79312,-122.424066
1443 47th AV,1443 47th Av,NA,No,5,37.759533,-122.507268
744 6th AV,744 6th Av,NA,No,5,37.774623,-122.463493
3955 17th ST,3955 17th St,NA,No,5,37.762327,-122.434264
1149 VALENCIA ST,1149 Valencia St,NA,No,5,37.754521,-122.420531
869 RUTLAND ST,869 Rutland St,NA,No,5,37.71167,-122.407554
1355 PINE ST,1355 Pine St,NA,No,5,37.789647,-122.418075
601 BANKS ST,601 Banks St,NA,No,5,37.735746,-122.412784
34 TURK ST,34 Turk St,Dalt Hotel,Yes,5,37.783613,-122.409886
63 TURNER TR,63 Turner Tr,NA,No,5,37.756562,-122.394964
1378 47th AV,1378 47th Av,NA,No,5,37.760809,-122.506701
127 WETMORE ST,127 Wetmore St,NA,No,5,37.794108,-122.410575
250 KEARNY ST,250 Kearny St,NA,No,5,37.790498,-122.403595
147 ALHAMBRA ST,147 Alhambra St,NA,No,5,37.80189,-122.438667
839 BRAZIL AV,839 Brazil Av,NA,No,5,37.721554,-122.427697
2733 MISSION ST,2733 Mission St,NA,No,5,37.753266,-122.418183
445 AthENS ST,445 Athens St,NA,No,5,37.720791,-122.428727
3525 MISSION ST,3525 Mission St,NA,No,5,37.740414,-122.422858
27 WAYNE PL,27 Wayne Pl,NA,No,5,37.796782,-122.411115
656 POST ST,656 Post St,NA,No,5,37.787929,-122.412714
924 GRANT AV,924 Grant Av,NA,No,5,37.795589,-122.406329
14 UNIVERSITY ST,14 University St,NA,No,5,37.730178,-122.415857
866 NAPLES ST,866 Naples St,NA,No,5,37.715574,-122.435491
410 BARTLETT ST,410 Bartlett St,NA,No,5,37.750363,-122.419586
2078 GREEN ST,2078 Green St,NA,No,5,37.79665,-122.433336
81 FARALLONES ST,81 Farallones St,NA,No,5,37.713825,-122.455319
848 STOCKTON ST,848 Stockton St,NA,No,5,37.793706,-122.4076
1534 TAYLOR ST,1534 Taylor St,NA,No,5,37.796627,-122.413132
238 EDDY ST,238 Eddy St,Windsor Hotel,Yes,5,37.784342,-122.41168
1824 JACKSON ST,1824 Jackson St,NA,No,5,37.79395,-122.42521
186 WOOL ST,186 Wool St,NA,No,5,37.7394,-122.41727
642 MOSCOW ST,642 Moscow St,NA,No,5,37.717579,-122.430752
2310 DIVISADERO ST,2310 Divisadero St,NA,No,5,37.791111,-122.440712
472 UNION ST,472 Union St,NA,No,5,37.800869,-122.407272
44 PRAGUE ST,44 Prague St,NA,No,5,37.721483,-122.425618
1889 BROADWAY *,1889 Broadway,NA,No,5,37.79491,-122.428049
1047 CONNECTICUT ST,1047 Connecticut St,NA,No,5,37.753665,-122.396631
179 JULIAN AV,179 Julian Av,NA,No,5,37.765404,-122.420693
3116 24th ST,3116 24th St,NA,No,5,37.752609,-122.414575
866 JACKSON ST,866 Jackson St,NA,No,5,37.79593,-122.409461
1825 BRODERICK ST,1825 Broderick St,NA,No,5,37.787222,-122.442246
6 LEROY PL,6 Leroy Pl,NA,No,5,37.791877,-122.414904
2469 15th AV,2469 15th Av,NA,No,5,37.741984,-122.471626
1060 PINE ST,1060 Pine St,NA,No,5,37.790826,-122.413322
124 VALMAR TR,124 Valmar Tr,NA,No,5,37.725656,-122.424659
1437 CHESTNUT ST,1437 Chestnut St,NA,No,5,37.801704,-122.427015
1445 48th AV,1445 48th Av,NA,No,5,37.759453,-122.508335
4120 FULTON ST,4120 Fulton St,NA,No,5,37.773191,-122.476085
1233 ARGUELLO BL,1233 Arguello Bl,NA,No,5,37.765559,-122.458109
789 6th AV,789 6th Av,NA,No,5,37.773959,-122.464037
49 WATER ST,49 Water St,NA,No,5,37.804196,-122.414165
2 PARKER AV,2 Parker Av,NA,No,5,37.786069,-122.454439
840 CALIFORNIA ST,840 California St,NA,No,5,37.792379,-122.408266
1475 OAKDALE AV,1475 Oakdale Av,NA,No,5,37.733083,-122.388192
522 5th AV,522 5th Av,NA,No,5,37.778676,-122.462712
1261 PACIFIC AV,1261 Pacific Av,NA,No,5,37.795505,-122.415895
3479 MISSION ST,3479 Mission St,NA,No,5,37.741142,-122.422382
862 VALLEJO ST,862 Vallejo St,NA,No,5,37.798524,-122.411526
817 MASON ST,817 Mason St,NA,No,5,37.791099,-122.410898
8 JOY ST,8 Joy St,NA,No,5,37.743858,-122.406522
2401 24th AV,2401 24th Av,NA,No,5,37.74256,-122.481209
2440 BROADWAY *,2440 Broadway,NA,No,5,37.794257,-122.437409
1034 CLAY ST,1034 Clay St,NA,No,5,37.793932,-122.410208
410 GONZALEZ DR,410 Gonzalez Dr,NA,No,5,37.716716,-122.477004
1037 BROADWAY *,1037 Broadway,NA,No,5,37.796735,-122.41416
131 SANTA MARINA ST,131 Santa Marina St,NA,No,5,37.739734,-122.420515
15 ALHAMBRA ST,15 Alhambra St,NA,No,5,37.802693,-122.437441
758 SAN JOSE AV,758 San Jose Av,NA,No,5,37.742686,-122.423474
2727 CLAY ST,2727 Clay St,NA,No,5,37.789969,-122.437925
277 DUNCAN ST,277 Duncan St,NA,No,5,37.745886,-122.426345
1848 FELL ST,1848 Fell St,NA,No,5,37.772995,-122.448252
1395 SHAFTER AV,1395 Shafter Av,NA,No,5,37.728637,-122.387023
630 7th AV,630 7th Av,NA,No,5,37.776587,-122.464707
91 LAKEWOOD AV,91 Lakewood Av,NA,No,5,37.727703,-122.463859
320 EL CAMINO DEL MAR *,320 El Camino Del Mar *,NA,No,5,37.787792,-122.486774
410 FAIR OAKS ST,410 Fair Oaks St,NA,No,5,37.749967,-122.424075
666 OFARRELL ST,666 Ofarrell St,NA,No,5,37.785709,-122.415869
947 INNES AV,947 Innes Av,NA,No,5,37.732306,-122.376838
490 5th AV,490 5th Av,NA,No,5,37.77934,-122.462912
840 SHOTWELL ST,840 Shotwell St,NA,No,5,37.754976,-122.415734
1123 JACKSON ST,1123 Jackson St,NA,No,5,37.794986,-122.413612
492 7th AV,492 7th Av,NA,No,5,37.779298,-122.465058
988 CAPP ST,988 Capp St,NA,No,5,37.750913,-122.41752
33 SAN JOSE AV,33 San Jose Av,NA,No,5,37.754687,-122.421325
1290 SOUth VAN NESS AV,1290 South Van Ness Av,NA,No,5,37.752542,-122.416588
2041 BROADWAY *,2041 Broadway,NA,No,5,37.794525,-122.430562
1355 BAY SHORE BL,1355 Bay Shore Bl,NA,No,5,37.80334,-122.429187
501 7th AV,501 7th Av,NA,No,5,37.778858,-122.465386
1515 GOUGH ST,1515 Gough St,NA,No,5,37.787761,-122.425536
1685 SUTTER ST,1685 Sutter St,NA,No,5,37.78653,-122.427982
1619 35th AV,1619 35th Av,NA,No,5,37.756785,-122.494179
1275 HOLLISTER AV,1275 Hollister Av,NA,No,5,37.721211,-122.395589
1082 JACKSON ST,1082 Jackson St,NA,No,5,37.795418,-122.412898
63 WANDA ST,63 Wanda St,NA,No,5,37.722643,-122.440104
804 GRANT AV,804 Grant Av,NA,No,5,37.794421,-122.406005
2412 FULTON ST,2412 Fulton St,NA,No,5,37.774731,-122.45673
2537 BRYANT ST,2537 Bryant St,NA,No,5,37.753792,-122.408905
1505 FRANCISCO ST,1505 Francisco St,NA,No,5,37.802419,-122.430134
1255 ALABAMA ST,1255 Alabama St,NA,No,5,37.7517,-122.41036
641 BALBOA ST,641 Balboa St,NA,No,5,37.776995,-122.465866
730 STOCKTON ST,730 Stockton St,NA,No,5,37.792704,-122.407392
645 STOCKTON ST,645 Stockton St,NA,No,5,37.79181,-122.407801
2721 CLAY ST,2721 Clay St,NA,No,5,37.790021,-122.437836
710 45th AV,710 45th Av,NA,No,5,37.775052,-122.505602
2871 22ND ST,2871 22Nd St,NA,No,5,37.755635,-122.411823
729 GUERRERO ST,729 Guerrero St,NA,No,5,37.759494,-122.423301
461 CHESTNUT ST,461 Chestnut St,NA,No,5,37.803786,-122.4109
259 LEE AV,259 Lee Av,NA,No,5,37.722929,-122.454427
139 CAINE AV,139 Caine Av,NA,No,5,37.715725,-122.451547
855 PINE ST,855 Pine St,NA,No,5,37.790684,-122.409895
1186 TREAT AV,1186 Treat Av,NA,No,5,37.751225,-122.413075
1398 HAYES ST,1398 Hayes St,NA,No,5,37.775046,-122.439356
467 7th AV,467 7th Av,NA,No,5,37.779654,-122.46559
1668 WASHINGTON ST,1668 Washington St,NA,No,5,37.793543,-122.42072
3542 17th ST,3542 17th St,NA,No,5,37.763436,-122.424999
711 22ND ST,711 22Nd St,NA,No,5,37.757764,-122.388611
633 CAMBRIDGE ST,633 Cambridge St,NA,No,5,37.723662,-122.41694
3017 20th ST,3017 20th St,NA,No,5,37.758883,-122.411062
333 PHELAN AV,333 Phelan Av,NA,No,5,37.729636,-122.452688
2050 TAYLOR ST,2050 Taylor St,NA,No,5,37.801538,-122.414273
533 PARIS ST,533 Paris St,NA,No,5,37.720015,-122.43585
491 6th AV,491 6th Av,NA,No,5,37.779277,-122.464336
134 17th AV,134 17th Av,NA,No,5,37.785458,-122.476196
2337 MISSION ST,2337 Mission St,NA,No,5,37.759618,-122.418791
738 STOCKTON ST,738 Stockton St,NA,No,5,37.792809,-122.407413
1626 BRODERICK ST,1626 Broderick St,NA,No,5,37.785482,-122.441349
3365 CESAR CHAVEZ ST,3365 Cesar Chavez St,NA,No,5,37.747767,-122.417366
1355 CALIFORNIA ST,1355 California St,NA,No,5,37.790774,-122.416602
1102 PALOU AV,1102 Palou Av,NA,No,5,37.72882,-122.381507
1106 POTRERO AV,1106 Potrero Av,NA,No,5,37.754326,-122.406803
268 CHURCH ST,268 Church St,NA,No,5,37.76634,-122.42907
165 ALBION ST,165 Albion St,NA,No,5,37.763808,-122.422441
25 CArd AL,25 Card Al,NA,No,5,37.798872,-122.409441
1269 PACIFIC AV,1269 Pacific Av,NA,No,5,37.795522,-122.416059
520 BUCHANAN ST,520 Buchanan St,NA,No,5,37.774773,-122.427361
4 BROOKLYN PL,4 Brooklyn Pl,NA,No,5,37.792837,-122.407178
306 JERSEY ST,306 Jersey St,NA,No,5,37.750766,-122.432087
150 PRAGUE ST,150 Prague St,NA,No,5,37.719808,-122.426879
527 BROADWAY *,527 Broadway,NA,No,5,37.797726,-122.405992
1594 HAYES ST,1594 Hayes St,NA,No,5,37.774599,-122.442618
935 GEARY ST,935 Geary St,NA,No,5,37.785773,-122.418639
711 CAPP ST,711 Capp St,NA,No,5,37.755031,-122.417296
1534 SHAFTER AV,1534 Shafter Av,NA,No,5,37.730571,-122.389373
2987 MISSION ST,2987 Mission St,NA,No,5,37.749414,-122.417828
1546 LEAVENWORth ST,1546 Leavenworth St,NA,No,5,37.795371,-122.416269
535 ARGUELLO BL,535 Arguello Bl,NA,No,5,37.780424,-122.459196
60 KEYSTONE WY,60 Keystone Wy,NA,No,5,37.726959,-122.46232
69 KEYSTONE WY,69 Keystone Wy,NA,No,5,37.72725,-122.462779
1021 WISCONSIN ST,1021 Wisconsin St,NA,No,5,37.753665,-122.396631
1050 PINE ST,1050 Pine St,NA,No,5,37.790839,-122.413215
337 FULTON ST,337 Fulton St,NA,No,5,37.778594,-122.422309
660 4th AV,660 4th Av,NA,No,5,37.776201,-122.461457
